CMPD_CHEMBLID,processed_smiles,exp,smiles,inchi,Stereo,duplicate
CHEMBL1645496,O=c1cc(-c2cccnc2)[nH]c2cc(C(O)c3ccccc3)ccc12,2.27,OC(c1ccccc1)c2ccc3C(=O)C=C(Nc3c2)c4cccnc4,JUCHZXYUHOLVCC-UHFFFAOYSA-N,14_?,False
CHEMBL1164729,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,0.94,CC(C)COc1ccc(cc1C#N)c2nc(C)c(s2)C(=O)O,BQSJTQLCZDPROO-UHFFFAOYSA-N,,False
CHEMBL1945042,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4F)c3)c2s1,0.69,O[C@@H](CNCCc1cccc(CNCc2ccccc2F)c1)c3ccc(O)c4NC(=O)Sc34,QFGOTCHUFZRMMD-QFIPXVFZSA-N,9_R,False
CHEMBL235753,Cn1c(N)nc(CCc2cccc(-c3cccnc3)c2)cc1=O,2.5,CN1C(=O)C=C(CCc2cccc(c2)c3cccnc3)N=C1N,JKPVKTCZXDPUPX-UHFFFAOYSA-N,,False
CHEMBL257553,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1,2.97,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4OCOc34)n2)c1,TZHCXOMEOHEZDX-UHFFFAOYSA-N,,False
CHEMBL335749,CC(=O)NC[C@H]1CN(c2ccc(N3Cc4ccncc4C3)c(F)c2)C(=O)O1,3.02,CC(=O)NC[C@H]1CN(C(=O)O1)c2ccc(N3Cc4ccncc4C3)c(F)c2,AKRSGQPSZWNVSP-INIZCTEOSA-N,5_S,False
CHEMBL1397672,Cc1[nH]c2nc(NCc3cccc(Br)c3)nn2c(=O)c1Cc1ccccc1,3.68,CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4cccc(Br)c4)nc3N1,IQFOLMQRSFXDFG-UHFFFAOYSA-N,,False
CHEMBL1785015,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,3.2,CC(C)n1nc(c2ccc(C)cc2)c3c(N)ncnc13,MILDDBYLPYUFOX-UHFFFAOYSA-N,,False
CHEMBL1682826,O=C1CCOc2nc(OCc3ccccc3)ccc21,3.1,O=C1CCOc2nc(OCc3ccccc3)ccc12,FEUUEDWGFHWSKC-UHFFFAOYSA-N,,False
CHEMBL1783271,COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c1,3.47,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,WEFRNUXPTYTOEU-UHFFFAOYSA-N,,False
CHEMBL2036775,CC(C)N1CCO[C@@H](CN2CCN(C(=O)Nc3ccc(Cl)c(Cl)c3)CC2)C1,2.77,CC(C)N1CCO[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,ZNBMAQXAVPNARC-INIZCTEOSA-N,7_S,False
CHEMBL1950853,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(OC)c2)C1)C(C)(C)C,1.47,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2cccc(OC)c2)C1)C(C)(C)C,MAJXWKOVYWMCLN-HFSMHLIXSA-N,2_S|7_S|11_S,False
CHEMBL510436,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C,2.74,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2,XLGNAHMZWBLDIJ-UHFFFAOYSA-N,,False
CHEMBL2158838,O=C(O)[C@H](Cc1ccc(Cl)cc1)N1CCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1,2.86,OC(=O)[C@H](Cc1ccc(Cl)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,KCLONPRRKHVPLU-VWLOTQADSA-N,3_S,False
CHEMBL59925,Cc1cc(C)nc(N)c1,0.85,Cc1cc(C)nc(N)c1,BRBUBVKGJRPRRD-UHFFFAOYSA-N,,False
CHEMBL2325697,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,2.7,C[C@@H]1COCCN1c2cc(nc(n2)c3cccc4[nH]ccc34)C5(CC5)S(=O)(=O)C,SCGCBAAYLFTIJU-CQSZACIVSA-N,1_R,False
CHEMBL2346969,Fc1cccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)c1F,3.6,Fc1cccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)c1F,DZXZQRMALFTZJB-UHFFFAOYSA-N,,False
CHEMBL124842,CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc1ccc(F)cc1F,1.93,CCCCCCCN(CCc1ccc(OC(C)(C)C(=O)O)cc1)C(=O)Nc2ccc(F)cc2F,BZPYOMQCTNFFHL-UHFFFAOYSA-N,,False
CHEMBL1963131,COc1ccc([C@]2(O)CC[C@H](N3CC[C@@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,1.72,COc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC[C@H](C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,NXZNYBUBXWWKCP-DNRQZRRGSA-N,6_R|10_r|14_R,False
CHEMBL2325729,NC1(C(=O)N[C@@H](CCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,2.4,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,GWYVKALUKYVOPI-QFIPXVFZSA-N,5_S,False
CHEMBL1857945,CN(C)CCNc1cc(-c2ccccc2)nc2cc(-c3ccc(F)cc3)nn12,4.5,CN(C)CCNc1cc(nc2cc(nn12)c3ccc(F)cc3)c4ccccc4,KTSGRIPMZQSHQN-UHFFFAOYSA-N,,False
CHEMBL1522360,O=S(=O)(Nc1cccnc1)c1ccc2c(c1)OCCO2,1.34,O=S(=O)(Nc1cccnc1)c2ccc3OCCOc3c2,GRFWQYYCJZWWQT-UHFFFAOYSA-N,,False
CHEMBL295467,CNCCC(Oc1ccccc1OC)c1ccccc1,0.22,CNCCC(Oc1ccccc1OC)c2ccccc2,ITJNARMNRKSWTA-UHFFFAOYSA-N,4_?,False
CHEMBL249584,OC[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccccc4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,4.06,OC[C@H]1C[C@H]([C@H](O)[C@@H]1O)n2nnc3c(N[C@@H]4C[C@H]4c5ccccc5)nc(SCCC(F)(F)F)nc23,VKNLUKUDQMURBO-LMWURNKKSA-N,2_R|4_R|11_R|13_S|31_S|33_R,False
CHEMBL352576,CC(=O)NCc1ccc(CN2CCN(c3ccc(F)cc3F)CC2)cc1,2.5,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccc(F)cc3F)cc1,FQNKXHSTVKSMDH-UHFFFAOYSA-N,,False
CHEMBL1946028,O=C(c1ccc(C(=C2CCN(Cc3cscn3)CC2)c2cccc3cccnc23)cc1)N1CCC1,2.52,O=C(N1CCC1)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,WKFOEHYWYDEVCS-UHFFFAOYSA-N,,False
CHEMBL393717,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl,1.77,Clc1ccc(cc1C(=O)NCC23CC4CC(CC(C4)C2)C3)N5CCNCC5,SZEATWKNDKWXLO-UHFFFAOYSA-N,4_?|6_?|8_?|10_?,False
CHEMBL2036572,O=C(Nc1ccc(N2CCOCC2)cn1)c1nnc(Nc2ccccc2F)o1,2.4,Fc1ccccc1Nc2oc(nn2)C(=O)Nc3ccc(cn3)N4CCOCC4,UUHAXNMQKOBKMS-UHFFFAOYSA-N,,False
CHEMBL1628227,CN(C)CCC=C1c2ccccc2COc2ccccc21,2.15,CN(C)CCC=C1c2ccccc2COc3ccccc13,ODQWQRRAPPTVAG-UHFFFAOYSA-N,,False
CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,3.63,CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1,BTIHMVBBUGXLCJ-OAHLLOKOSA-N,2_R,False
CHEMBL268263,NCC(O)(c1ccccc1)c1ccccc1,0.9,NCC(O)(c1ccccc1)c2ccccc2,QFWZRNZLPMDFNA-UHFFFAOYSA-N,,False
CHEMBL335550,O=C1CCC(=O)N1C(CCc1ccncc1)COc1ccc(-c2cccc([N+](=O)[O-])c2)cc1,3.88,[O-][N+](=O)c1cccc(c1)c2ccc(OCC(CCc3ccncc3)N4C(=O)CCC4=O)cc2,JANZXFNVGRNHEL-UHFFFAOYSA-N,7_?,False
CHEMBL1972466,Cc1cc(C(C)Nc2ccccc2)c2nc(N3CCOCC3)cc(=O)n2c1,3.6,CC(Nc1ccccc1)C2=CC(=CN3C(=O)C=C(N=C23)N4CCOCC4)C,CPRAGQJXBLMUEL-UHFFFAOYSA-N,4_?,False
CHEMBL87266,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,1.35,Cc1cc(N)c2cc(NC(=O)CC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,LRVAVDULSVIXOM-UHFFFAOYSA-N,,False
CHEMBL429023,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,3.57,COc1cc2OC[C@H]3Oc4c5C[C@@H](Oc5ccc4C(=O)[C@H]3c2cc1OC)C(=C)C,JUVIOZPCNVVQFO-HBGVWJBISA-N,3_R|12_S|25_S,False
CHEMBL242541,Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,2.64,Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,HJAGRTPTIMMQPY-UHFFFAOYSA-N,,False
CHEMBL402146,O=C(Nc1ccc(Cl)nc1)c1ccc(F)c(F)c1,3.31,Fc1ccc(cc1F)C(=O)Nc2ccc(Cl)nc2,GDGUOCFTHNGPBK-UHFFFAOYSA-N,,False
CHEMBL74399,CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,3.66,CCN(CC)S(=O)(=O)c1ccc(NC(=O)[C@@](C)(O)C(F)(F)F)c(Cl)c1,SRAUODURYYKAAX-CYBMUJFWSA-N,15_R,False
CHEMBL1779009,COc1cc(F)ccc1-c1cncc(C2CCCN2)c1,1.1,COc1cc(F)ccc1c2cncc(c2)C3CCCN3,VZBXSRQRMPXTGG-UHFFFAOYSA-N,14_?,False
CHEMBL1596993,COc1ccc(Nc2ccccc2C(=O)O)cc1,1.2,COc1ccc(Nc2ccccc2C(=O)O)cc1,AOTGWRVCPVLSPA-UHFFFAOYSA-N,,False
CHEMBL2325993,CN(C)CCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,1.4,CN(C)CCCC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4,RVLXAFFPKAXSFU-UHFFFAOYSA-N,6_?,False
CHEMBL403702,Cc1cnc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2n1,3.5,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3ncc(C)nc13,SILWDMNSPADQHV-SNVBAGLBSA-N,20_R,False
CHEMBL2023483,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,3.78,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,DBDUMMKYYKJJID-UHFFFAOYSA-N,,False
CHEMBL456801,C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cc1,3.39,C[C@H](Nc1nc(NC[C@@H](O)CO)c(Cl)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cc4,QYHMOKNPHPUZBC-XHDPSFHLSA-N,1_S|8_R,False
CHEMBL2177612,CCCSc1c(C(=O)NC2CCCCC2)cnn1[C@H]1CC[C@H](C(=O)O)CC1,1.03,CCCSc1c(cnn1[C@@H]2CC[C@H](CC2)C(=O)O)C(=O)NC3CCCCC3,HLKJXRGYFOSRLT-KOMQPUFPSA-N,18_r|21_r,False
CHEMBL450643,c1cnc2cccnc2c1,0.89,c1cnc2cccnc2c1,VMLKTERJLVWEJJ-UHFFFAOYSA-N,,False
CHEMBL1957377,N#Cc1c(-c2ccc(-c3ccccc3CN3CCOCC3)cc2)nc2ccncc2c1O,2.0,Oc1c(C#N)c(nc2ccncc12)c3ccc(cc3)c4ccccc4CN5CCOCC5,HXUBMJGKOWFRSA-UHFFFAOYSA-N,,False
CHEMBL2325706,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3cccc4[nH]ccc34)n2)CCNCC1,0.7,CS(=O)(=O)C1(CCNCC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,OEVJSSULLRZFHY-UHFFFAOYSA-N,,False
CHEMBL14638,O=C(c1ccc(OCCCc2c[nH]cn2)cc1)C1CC1,2.68,O=C(C1CC1)c2ccc(OCCCc3c[nH]cn3)cc2,ACQBHJXEAYTHCY-UHFFFAOYSA-N,,False
CHEMBL744,Nc1nc2ccc(OC(F)(F)F)cc2s1,3.34,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N,,False
CHEMBL22183,Cc1ccc(Sc2ccccc2CN(C)C)c(N)c1,2.6,CN(C)Cc1ccccc1Sc2ccc(C)cc2N,UABIXNSHHIMZEP-UHFFFAOYSA-N,,False
CHEMBL1643199,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc2ccc(Cl)cc2Cl)ccc1OCC(=O)O,2.63,Cc1cc(CN2CCc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,KRPUFNAIBFHUHU-UHFFFAOYSA-N,14_?,False
CHEMBL2010831,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,2.5,CN(C1CCN(Cc2ccc(cc2)C(F)(F)F)CC1)C(=O)Cc3ccc(cc3)S(=O)(=O)C,OBCYIDQCUJDTIC-UHFFFAOYSA-N,,False
CHEMBL1526668,O=C(c1csc2c1CCCC2)N1CCCCC1,3.2,O=C(N1CCCCC1)c2csc3CCCCc23,XVYNBKCSKMXDGF-UHFFFAOYSA-N,,False
CHEMBL218762,O=c1[nH]c(S)nc2[nH]cnc12,-1.48,SC1=Nc2[nH]cnc2C(=O)N1,XNHFAGRBSMMFKL-UHFFFAOYSA-N,,False
CHEMBL2170994,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCCCNC(=O)Nc2ccc(Cl)cc2)[C@@H](O)[C@H]1O,2.5,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccc(Cl)cc4)[C@@H](O)[C@H]3O,JHOPUUXSVMTKFA-NVQRDWNXSA-N,10_R|12_S|29_S|31_R,False
CHEMBL361795,N#Cc1cccc(-c2nc(-c3ccccn3)no2)c1,2.2,N#Cc1cccc(c1)c2onc(n2)c3ccccn3,KZOBYFBUONCLFZ-UHFFFAOYSA-N,,False
CHEMBL586906,C=CC12CCN(CC1)C(C(O)c1ccnc3ccc(OC)cc13)C2,2.08,COc1ccc2nccc(C(O)C3CC4(CCN3CC4)C=C)c2c1,FNBBFRCDCVFRON-UHFFFAOYSA-N,2_?|5_?|8_?|9_?,False
CHEMBL563471,Cn1cc(-c2cccc(C[C@H](NC(=O)c3cc(C(C)(C)C)nn3C)C(=O)NCC#N)c2)cn1,2.6,Cn1cc(cn1)c2cccc(C[C@H](NC(=O)c3cc(nn3C)C(C)(C)C)C(=O)NCC#N)c2,MNHLKDOPYXSVAC-IBGZPJMESA-N,10_S,False
CHEMBL16,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,2.41,OC1=NC(=O)C(N1)(c2ccccc2)c3ccccc3,CXOFVDLJLONNDW-UHFFFAOYSA-N,,False
CHEMBL457393,C[C@H](Nc1ncc(F)c(Nc2cc(C3CC3)[nH]n2)n1)c1ccc(F)cn1,3.14,C[C@H](Nc1ncc(F)c(Nc2cc([nH]n2)C3CC3)n1)c4ccc(F)cn4,ZVDOVCKXUJFELK-VIFPVBQESA-N,1_S,False
CHEMBL105984,CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,2.27,CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc2ccc(Cl)c(Cl)c2,XQRRYJUZESLMDP-HNNXBMFYSA-N,3_S,False
CHEMBL1916542,COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,0.93,COc1ccc2N=CC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1,BXRUVICIPTZRAL-UHFFFAOYSA-N,,False
CHEMBL129420,CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1,0.7,CCN(CC)C(=O)c1ccc(cc1)C(N2CCNCC2)c3cccc4cccnc34,XLADLHOGPMXYHT-UHFFFAOYSA-N,11_?,False
CHEMBL1276946,Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,0.2,CC1=C2C(=CC(=O)N1Cc3ccccn3)NN(C2=O)c4ccccc4Cl,DNKYHHFCPXKFIY-UHFFFAOYSA-N,,False
CHEMBL1916547,COc1ccc2nnc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1,-0.65,COc1ccc2N=NC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,NNEYFRCCTNHGER-UHFFFAOYSA-N,,False
CHEMBL522460,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,2.68,Cc1ccccc1CN2CCC(CC2)N3CCC(CC3)N4C(=O)Nc5ccccc45,CWPKTBMRVATCBL-UHFFFAOYSA-N,,False
CHEMBL1500992,O=C(CSc1ccccc1)N1CCN(c2ccccc2)CC1,3.2,O=C(CSc1ccccc1)N2CCN(CC2)c3ccccc3,LEYSMPANZFBHNT-UHFFFAOYSA-N,,False
CHEMBL2110791,CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O,0.72,CCN(CC)CCCNCc1cc(Cl)c2cccnc2c1O,HOFHLRCDGWSLHX-UHFFFAOYSA-N,,False
CHEMBL1945034,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4ccccn4)cc3)c2s1,-0.25,O[C@@H](CNCCc1ccc(CNCCc2ccccn2)cc1)c3ccc(O)c4NC(=O)Sc34,LKTUCRCSDXSENT-QFIPXVFZSA-N,9_R,False
CHEMBL385563,Clc1ccc2c(c1Nc1ncnc3cc(OCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2,2.6,Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCN5CCCC5)cc(OC6CCOCC6)c34,QPKZNXSXCNZSDC-UHFFFAOYSA-N,,False
CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,-0.1,CCN1C=C(C(=O)O)C(=O)c2ccc(C)nc12,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,,False
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,4.3,CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4,NCDNCNXCDXHOMX-XGKFQTDJSA-N,12_S|16_S|25_S|27_S,False
CHEMBL1479580,CSc1ncccc1C(=O)NCC1CCCCC1,2.93,CSc1ncccc1C(=O)NCC2CCCCC2,HTMBCOXHKJVSRZ-UHFFFAOYSA-N,,False
CHEMBL1088752,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,3.5,Cc1c(F)cc(cc1c2ccc(cn2)C(=O)NCC(C)(C)C)C(=O)NC3CC3,KKYABQBFGDZVNQ-UHFFFAOYSA-N,,False
CHEMBL2031224,COc1ccccc1C(=O)Nc1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,2.93,COc1ccccc1C(=O)Nc2ccc(C)c(c2)N3C=Nc4ccc(cc4C3=O)N5CCN(C)CC5,UEAUYQCUAUXUNU-UHFFFAOYSA-N,,False
CHEMBL2062557,COc1ccc(-c2cc(N)n3ncc(C#N)c3n2)cc1,2.42,COc1ccc(cc1)c2cc(N)n3ncc(C#N)c3n2,QHSBQHSGTFDHBA-UHFFFAOYSA-N,,False
CHEMBL72548,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,2.7,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc4ccccn34)cc1,HYBCPKCAHCAFSQ-UHFFFAOYSA-N,,False
CHEMBL1621884,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,1.55,COCCCCC(=NOCCN)c1ccc(cc1)C(F)(F)F,CJOFXWAVKWHTFT-UHFFFAOYSA-N,,False
CHEMBL474200,CNC1=Nc2ncccc2C(c2ccccc2)=NC1c1cccs1,2.68,CNC1=Nc2ncccc2C(=NC1c3cccs3)c4ccccc4,KRBWMMUQSSQAQM-UHFFFAOYSA-N,18_?,False
CHEMBL472210,CCn1c2nc(=O)n(C)c(=O)c-2cc2ccccc21,1.1,CCN1C2=NC(=O)N(C)C(=O)C2=Cc3ccccc13,XPADYKHELBQXCD-UHFFFAOYSA-N,,False
CHEMBL480200,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1C(=O)Nc1cccnc1,3.01,CN(C)c1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3,OWBNNDBFOXLSDO-UHFFFAOYSA-N,,False
CHEMBL1224285,NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)cn1,1.51,NC(=O)c1ccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)cn1,IHHVZLHQDBHJII-VQFNDLOPSA-N,8_r|10_S|13_R,False
CHEMBL217899,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,3.6,CCc1nn(C2CCCC2)c3c1CCn4c(nnc34)c5cccs5,DHCOPPHTVOXDKU-UHFFFAOYSA-N,,False
CHEMBL361431,CCCN1CCC(Oc2nccc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)n2)CC1,2.6,CCCN1CCC(CC1)Oc2nccc(Nc3cc(NC(=O)c4cccc(c4)N5CCOCC5)ccc3C)n2,BBOLHCAQUHPGPL-UHFFFAOYSA-N,,False
CHEMBL1809205,COc1cc(N2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3cc(C)ccn23)n1,3.3,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4cc(C)ccn34)N5CCN(CC5)C(=O)C,SDUYCSAXQCRGNJ-UHFFFAOYSA-N,,False
CHEMBL2070121,COc1cnc(-c2ccccn2)nc1N1CCOCC1,1.52,COc1cnc(nc1N2CCOCC2)c3ccccn3,ZCWRFOGZHHEQRW-UHFFFAOYSA-N,,False
CHEMBL2086674,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cn2)cn1,3.0,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cn3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,RDCJWTSRPRQNRI-OAHLLOKOSA-N,1_R,False
CHEMBL524266,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,0.51,Nc1nccc(n1)c2cc3C(=O)NC[C@H](CCF)c3[nH]2,LCBAQTCTQXHTJG-ZETCQYMHSA-N,11_S,False
CHEMBL2011926,COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,1.36,COc1ccc(cc1)c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2,WOTWXKACTZFRQE-UHFFFAOYSA-N,,False
CHEMBL2153185,CCCSc1nc(Oc2ccc(CC(=O)O)cc2)ccc1C(=O)NC1CCCCC1,1.79,CCCSc1nc(Oc2ccc(CC(=O)O)cc2)ccc1C(=O)NC3CCCCC3,QMJHGNGJQQDHLD-UHFFFAOYSA-N,,False
CHEMBL2036746,O=C(Nc1ccc(N2CCOCC2)cc1)c1nnc(Nc2ccccc2)o1,3.15,O=C(Nc1ccc(cc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,PEVOMCOIDIUZEI-UHFFFAOYSA-N,,False
CHEMBL1378202,CNC(=O)c1[nH]cnc1C(=O)Nc1ccc(OC)cc1,2.2,CNC(=O)c1[nH]cnc1C(=O)Nc2ccc(OC)cc2,ZLNXQUVLYNVOLC-UHFFFAOYSA-N,,False
CHEMBL1923430,Cc1ccc(C(=O)NC2CCN(c3cc(C(N)=O)cc(Cl)n3)CC2)[nH]1,2.64,Cc1ccc([nH]1)C(=O)NC2CCN(CC2)c3cc(cc(Cl)n3)C(=O)N,SJUVDTGGQJYTJG-UHFFFAOYSA-N,,False
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],3.29,COC(=O)C1=C(C)NC(=C(C1c2ccccc2[N+](=O)[O-])C(=O)OC)C,HYIMSNHJOBLJNT-UHFFFAOYSA-N,,False
CHEMBL492671,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CCCO2)CC1,0.9,Fc1ccc(CC2=NNC(=O)c3ccccc23)cc1C(=O)N4CCN(CC4)C(=O)C5CCCO5,ZNOCPAABZHOLJK-UHFFFAOYSA-N,27_?,False
CHEMBL1824605,N#Cc1ccccc1COc1cc(OCCCN2CCCC2)ccc1C(=O)Nc1ccccc1,2.66,O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N,KDIRZGYSZKYRRI-UHFFFAOYSA-N,,False
CHEMBL292376,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,3.0,COc1cccc(c1)[C@@H](C)NCCCc2ccccc2Cl,ZVQUCWXZCKWZBP-CQSZACIVSA-N,7_R,False
CHEMBL2031238,Cc1ccc(NC(=O)c2ccoc2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,2.43,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C,NJOPZZLYRDEEQE-UHFFFAOYSA-N,,False
CHEMBL2031225,COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,3.08,COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)N3C=Nc4ccc(cc4C3=O)N5CCN(C)CC5,GVXLYANMNMFHLJ-UHFFFAOYSA-N,,False
